timestamp,open,high,low,close,volume,target_close,ma_5,ma_10,ma_5_minus_ma_10,std_5,bollinger_high,bollinger_low,rsi,macd,macd_signal,true_range,atr_5,up_down_ratio,close_to_high_ratio,close_to_low_ratio,change_rate
2024-11-01 00:45:00,168.75,169.06,168.57,169.05,24160.574,169.04,168.752,168.868,-0.11599999999998545,0.27671284755143,169.30542569510288,168.19857430489714,51.82481751824859,-0.05487071131801713,-0.03825526876579333,0.4900000000000091,0.38000000000000683,0.6,0.9795918367347128,0.02040816326528718,0.0005326704545454142
2024-11-01 00:50:00,169.06,169.16,169.0,169.04,3468.1,169.09,168.762,168.872,-0.11000000000001364,0.2881319142337729,169.33826382846755,168.18573617153245,51.44927536231853,-0.03678238360322439,-0.03796069173327954,0.1599999999999966,0.3960000000000036,0.4,0.2499999999999556,0.7500000000000444,0.0002958754955912912
2024-11-01 00:55:00,169.04,169.27,168.94,169.09,8045.576,169.13,168.868,168.884,-0.015999999999991132,0.2926943798572369,169.45338875971447,168.28261124028552,53.14685314685319,-0.018202840423782618,-0.03400912147138015,0.3300000000000125,0.3680000000000064,0.6,0.45454545454545453,0.5454545454545454,0.003144280968201185
2024-11-01 01:00:00,169.08,169.21,168.92,169.13,4277.671,169.26,169.014,168.898,0.11600000000001387,0.14638989036134945,169.3067797807227,168.7212202192773,54.42176870748276,-0.0002478953068703049,-0.027256876238478184,0.29000000000002046,0.360000000000008,0.8,0.7241379310344591,0.2758620689655409,0.004334916864608074
2024-11-01 01:05:00,169.13,169.42,169.12,169.26,21033.689,169.19,169.114,168.924,0.18999999999999773,0.0890505474435918,169.2921010948872,168.93589890511282,58.12499999999961,0.02419256477401177,-0.016966988035980193,0.29999999999998295,0.31400000000000433,0.8,0.46666666666664774,0.5333333333333523,0.0029627873903768087
2024-11-01 01:10:00,169.25,169.25,169.1,169.19,11061.187,168.64,169.142,168.947,0.19499999999999318,0.0858487041253614,169.31369740825073,168.97030259174926,55.6886227544909,0.03748132905647594,-0.0060773246174889665,0.1599999999999966,0.24800000000000183,0.6,0.6,0.4,0.0008281573498964967
2024-11-01 01:15:00,169.19,169.2,168.62,168.64,10136.491,167.83,169.06199999999998,168.91199999999998,0.15000000000000568,0.24447903795623,169.55095807591243,168.57304192408753,42.46575342465734,0.0035909725363865164,-0.00414366518671387,0.5799999999999841,0.3319999999999993,0.6,0.03448275862065924,0.9655172413793408,-0.0023663038334122977
2024-11-01 01:20:00,168.64,168.64,167.82,167.83,21111.364,167.72,168.81,168.839,-0.028999999999996362,0.5997082624076336,170.00941652481526,167.61058347518474,30.536912751677846,-0.08761760846979882,-0.02083845384333086,0.8199999999999932,0.42999999999999544,0.4,0.012195121951243183,0.9878048780487568,-0.007451652965876132
2024-11-01 01:25:00,167.82,167.86,167.55,167.72,12750.671,167.4,168.528,168.771,-0.242999999999995,0.7291570475555741,169.98631409511114,167.06968590488884,29.220779220779292,-0.16685376044364375,-0.05004151516339344,0.3100000000000023,0.43399999999999184,0.2,0.5483870967741492,0.4516129032258508,-0.008336782356766936
2024-11-01 01:30:00,167.72,167.72,166.41,167.4,42323.966,167.82,168.156,168.635,-0.478999999999985,0.7367699776727729,169.62953995534556,166.68246004465445,26.78571428571435,-0.25255896486254414,-0.09054500510322358,1.3100000000000023,0.6359999999999957,0.0,0.7557251908397002,0.2442748091602997,-0.01098901098901095
2024-11-01 01:35:00,167.4,167.87,167.25,167.82,18055.504,167.92,167.882,168.512,-0.6299999999999955,0.458170274024763,168.79834054804954,166.96565945195047,34.39999999999979,-0.28332447869658495,-0.12910089982189585,0.6200000000000045,0.7279999999999973,0.2,0.9193548387096597,0.08064516129034033,-0.00809740528400027
2024-11-01 01:40:00,167.81,168.08,167.55,167.92,9701.66,167.62,167.738,168.4,-0.6620000000000061,0.20179197208987848,168.14158394417976,167.33441605582024,40.64327485380092,-0.2962225367865301,-0.1625252272148227,0.5300000000000011,0.7180000000000006,0.4,0.6981132075471232,0.30188679245287675,-0.004269449715370022
2024-11-01 01:45:00,167.92,168.23,167.62,167.62,12157.791,167.68,167.696,168.253,-0.556999999999988,0.19969977466166267,168.09539954932333,167.29660045067666,39.04494382022462,-0.32688372148052736,-0.19539692606796366,0.6099999999999852,0.675999999999999,0.4,0.0,1.0,-0.0012512661621879584
2024-11-01 01:50:00,167.63,167.76,167.0,167.68,16535.801,167.13,167.688,168.108,-0.4200000000000159,0.1992987706934449,168.08659754138688,167.2894024586131,33.43558282208609,-0.34239452177945395,-0.22479644521026174,0.7599999999999909,0.7659999999999968,0.6,0.8947368421052828,0.10526315789471716,-0.00023849272597176174
2024-11-01 01:55:00,167.69,167.69,166.95,167.13,16505.196,166.04,167.634,167.895,-0.2610000000000241,0.30525399260274866,168.24450798520547,167.0234920147945,22.727272727272364,-0.39451957019852557,-0.25874107020791454,0.7400000000000091,0.6519999999999981,0.6,0.24324324324324947,0.7567567567567506,-0.001612903225806539
2024-11-01 02:00:00,167.14,167.44,165.89,166.04,38410.767,166.03,167.27799999999996,167.57999999999998,-0.3020000000000209,0.7492129203370114,168.776425840674,165.77957415932593,17.391304347825837,-0.5178139007809932,-0.3105556363225303,1.5500000000000114,0.8379999999999995,0.4,0.09677419354839005,0.90322580645161,-0.010606602312000946
2024-11-01 02:05:00,166.04,166.92,165.85,166.03,42000.47,166.16,166.9,167.31900000000002,-0.41900000000001114,0.8179547664754571,168.5359095329509,165.2640904670491,16.447368421052204,-0.6093087307156395,-0.3703062552011522,1.0699999999999932,0.945999999999998,0.2,0.16822429906542802,0.831775700934572,-0.011255359695092837
